name,name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,ra,dec,r0,r1,PA,PU,nbref,coo_bibcode,rare-type,remove_regions,GLAT,GLON,comment
2CXO J091100.3+542542,CXO J09110+5425,137.75125,54.428611,,AGN,Q;AGN|QSO|X,2010A&A...518A..10V;SIMBAD,0.57204,137.7512615,54.4284522,0.772,0.742,144.0,0.772,,,4,,162.7572301443128,41.83938745633829,
2CXO J091107.8+541824,CXO J09111+5418,137.782917,54.306667,,AGN,A;AGN|X,2010A&A...518A..10V;SIMBAD,0.505111,137.7826767,54.3066722,0.773,0.743,10.89,0.773,,,4,,162.91257616519533,41.88157103102113,
2CXO J091133.3-645103,,137.88873389,-64.85092194,,LM-STAR,BA;*|IR,2020AJ....160..120J;SIMBAD,0.2747,137.8888543,-64.8508653,0.877,0.767,119.6,0.877,,,4,|NGC_2808,282.1474604560619,-11.283270682105094,
2CXO J091204.3-645148,NGC 2808-222,138.0185833,-64.8632778,,CV,CV:;UV,2005JAD....11....2D;SIMBAD,0.614192,138.0182809,-64.8633901,0.72,0.717,177.3,0.72,,,1,|NGC_2808,282.1945014970719,-11.250829578127082,
2CXO J091338.8-101919,NPM1G-10.0288,138.411667,-10.322222,,AGN,A;*|AGN|G|GiP|Rad,2010A&A...518A..10V;SIMBAD,0.381461,138.41177,-10.3221911,0.767,0.729,71.75,0.767,,,4,,240.63647524279037,25.302673763086208,
2CXO J091341.1+300314,G16435126217273,138.42148,30.053999,,LM-STAR,dM1;gM3;dM2,LAMOST-DR8-M;LAMOST-DR8-M;LAMOST-DR8-M,0.501112,138.4216141,30.0539222,0.925,0.772,41.64,0.925,,,4,,195.86423663015725,42.561254499498354,
2CXO J091342.4+372603,SDSS J09137+3726,138.427083,37.434167,,AGN,Q;*|IR|QSO,2010A&A...518A..10V;SIMBAD,0.661459,138.4269201,37.4342975,0.717,0.715,2.396,0.717,,,4,,185.842532005365,43.48997354064631,
2CXO J091409.1+405549,G16452323749514,138.5382603,40.9302893,,LM-STAR,dM2;*|IR|X,LAMOST-DR8-M;SIMBAD,0.65058,138.5381733,40.9304576,0.964,0.822,89.76,0.964,,,4,,181.0217491118033,43.70131578243138,
2CXO J091449.0+085321,SDSS J09148+0853,138.704583,8.889167,,AGN,A;*|AGN|G|GiG|Sy1|X,2010A&A...518A..10V;SIMBAD,0.192552,138.7045438,8.8892039,0.711,0.71,179.7,0.711,,,4,,221.8932008922328,35.829393665260305,
2CXO J091501.7+241812,FIRST J09150+2418,138.757083,24.303333,,AGN,Q;*|G|IR|Q?|QSO|Rad|Sy1,2010A&A...518A..10V;SIMBAD,0.393852,138.7572009,24.3033535,0.739,0.735,19.96,0.739,,,4,,203.50158688045505,41.548856994914274,
2CXO J091552.3+293323,B2 0912+29,138.968333,29.556667,,AGN,B;*|AGN|BL?|BLL|Bla|Bz?|G|IR|Q?|QSO|Rad|X|blu|gam,2010A&A...518A..10V;SIMBAD,0.158268,138.9683332,29.556623,0.71,0.71,33.7,0.71,,,4,,196.64985020510136,42.934800572581,
2CXO J091557.3+292618,SDSS J09159+2926,138.98875,29.438333,,AGN,Q;*|AGN|G|IR|Q?|QSO|UV|X,2010A&A...518A..10V;SIMBAD,0.111199,138.9887814,29.4383474,0.745,0.717,105.4,0.745,,,4,,196.81307502392923,42.92989240296608,
2CXO J091646.0+283526,SDSS J09167+2835,139.191667,28.590556,,AGN,A;*|AGN|QSO|Sy2,2010A&A...518A..10V;SIMBAD,0.724835,139.1918787,28.5906333,0.787,0.753,18.65,0.787,,,4,,197.996031423751,42.93774957978149,
2CXO J091650.9+284944,Tmz V36,139.2115833,28.8288056,,CV,UGSS;CataclyV;*|CV*|CV?|Em*|IR|V*,2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,2.35856,139.212257,28.82909,7.601,5.498,94.63,7.601,,,1,,197.68163772472556,43.003025792757946,
2CXO J091757.4+514232,G16376398860836,139.489637,51.708927,,LM-STAR,G8;G9,LAMOST-DR8-AFGK;LAMOST-DR8-AFGK,0.950185,139.4892116,51.7089402,0.977,0.912,90.97,0.977,,,4,,166.11055690350926,43.387530991493705,
2CXO J091824.3+063653,GB6 09157+0649,139.601667,6.615,,AGN,Q;*|Bla|Bz?|QSO|Rad,2010A&A...518A..10V;SIMBAD,0.579913,139.6016316,6.6148428,0.748,0.74,76.61,0.748,,,4,,224.8798106349392,35.54813347012294,
2CXO J091828.5+513932,SDSS J09184+5139,139.619167,51.658889,,AGN,A;*|AGN|IR|QSO|Sy1|X,2010A&A...518A..10V;SIMBAD,0.338054,139.6190192,51.6589094,0.782,0.737,105.7,0.782,,,4,,166.15772442628773,43.475887951723145,
2CXO J091848.6+211717,2MASS J09188+2117,139.7025,21.288056,,AGN,A;*|AGN|IR|QSO|Sy1|X,2010A&A...518A..10V;SIMBAD,0.292248,139.7025721,21.2881016,0.715,0.714,93.72,0.715,,,4,,207.69442875855856,41.51336756888514,
2CXO J092014.0+453156,SDSS J09202+4531,140.05875,45.5325,,AGN,A;*|AGN|QSO|Sy2,2010A&A...518A..10V;SIMBAD,0.080938,140.0587189,45.5324944,0.82,0.799,82.02,0.82,,,4,,174.54625654731225,44.61480605243695,
2CXO J092143.4+293824,SDSS J09217+2938,140.43125,29.64,,AGN,Q;*|QSO|X,2010A&A...518A..10V;SIMBAD,0.791299,140.4310793,29.6401622,0.847,0.789,126.6,0.847,,,4,,196.8584902675452,44.20040789648283,
2CXO J092150.8+510036,AG+51 746,140.4616667,51.01,,LM-STAR,F8;*|IR,1956PMcCO..13a....B;SIMBAD,0.108828,140.4616934,51.0100251,0.984,0.784,163.4,0.984,,,4,,166.90432763664785,44.114479739364455,
2CXO J092158.8+034235,SDSS J09219+0342,140.495417,3.71,,AGN,A;AGN|QSO,2010A&A...518A..10V;SIMBAD,0.283131,140.4954146,3.7099214,0.761,0.717,163.4,0.761,,,4,,228.50714205913923,34.877914348548586,
2CXO J092246.4-395935,PKS 0920-39,140.693333,-39.993056,,AGN,Q;*|G|IR|QSO|Rad|X|cm,2010A&A...518A..10V;SIMBAD,0.369474,140.6934591,-39.9930906,0.71,0.71,0.0,0.71,,,4,,265.35163497399043,7.190285049492063,
2CXO J092314.2+275428,SDSS J09232+2754,140.809167,27.907778,,AGN,Q;*|AGN|IR|QSO|UV|X,2010A&A...518A..10V;SIMBAD,0.699746,140.8092991,27.9079334,0.721,0.718,96.93,0.721,,,4,,199.3185333702092,44.193891134264426,
2CXO J092347.9+310754,B2 0920+31B,140.949583,31.131667,,AGN,Q;*|IR|QSO|Rad|X,2010A&A...518A..10V;SIMBAD,0.524522,140.9497532,31.1316686,0.714,0.714,14.65,0.714,,,4,,194.8974216898841,44.887011253414336,
2CXO J092405.3+141021,SDSS J09240+1410,141.022083,14.1725,,AGN,A;*|AGN|BiC|G|GiC|Rad|rG,2010A&A...518A..10V;SIMBAD,0.62322,141.0221003,14.1726723,0.737,0.724,74.73,0.737,,,4,,217.0783633254448,40.15268573413078,
2CXO J092438.4+022052,G15546464213129,141.1604,2.347962,,LM-STAR,G8;G9;*|IR|V*|X,LAMOST-DR8-AFGK;LAMOST-DR8-AFGK;SIMBAD,0.023206,141.1603991,2.3479684,0.987,0.774,81.47,0.987,,,4,,230.34469746047964,34.73802026315328,
2CXO J092438.9+560747,SDSS J09246+5607,141.162083,56.129722,,AGN,A;*|AGN|G|Sy1,2010A&A...518A..10V;SIMBAD,0.02627,141.1620892,56.1297284,0.902,0.759,36.09,0.902,,,4,,159.88158003503298,43.31699251912713,
2CXO J092459.0+021831,G15546481473925,141.246,2.308758,,LM-STAR,F5;*|IR|X,LAMOST-DR8-AFGK;SIMBAD,0.205725,141.2460246,2.3088096,0.855,0.855,0.0,0.855,,,4,,230.44011371297964,34.79006647090755,
2CXO J092500.4+022222,SDSS J09250+0222,141.252083,2.372778,,AGN,A;*|AGN|G|QSO|Sy1|X,2010A&A...518A..10V;SIMBAD,0.567907,141.2519259,2.3727939,0.716,0.713,3.906,0.716,,,4,,230.37769145123417,34.828821839823746,
2CXO J092627.3+305511,G16437792241547,141.614024,30.919992,,LM-STAR,K1;K3;K1;*|IR|X,LAMOST-DR8-AFGK;LAMOST-DR8-AFGK;LAMOST-DR8-AFGK;SIMBAD,0.473133,141.6140095,30.9198612,0.821,0.779,96.51,0.821,,,4,,195.31532851853856,45.418068884641926,
2CXO J092633.6+362450,SDSS J09265+3624,141.64,36.414167,,AGN,Q;*|QSO|X,2010A&A...518A..10V;SIMBAD,0.174163,141.6400068,36.4141189,0.73,0.728,111.4,0.73,,,4,,187.48779929894692,45.99454175846491,
2CXO J092636.3+305504,PSS J0926+3055,141.65125,30.918056,,AGN,Q;*|IR|QSO|X,2010A&A...518A..10V;SIMBAD,0.439237,141.6513727,30.9179942,0.713,0.712,172.4,0.713,,,4,,195.32478152516063,45.44948421306911,
2CXO J092638.7+362402,YZ LMi,141.66125,36.400556,1.0,CV,AC;IBWD;CataclyV;*|CV*|CV?|V*|WD*|WD?|X,2003A&A...404..301R;2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.52964,141.6612918,36.4006992,0.722,0.721,177.4,2.1263311125034123,,,1,,187.5083727831213,46.01095259402625,
2CXO J092703.0+390221,B2 0923+39,141.7625,39.039167,,AGN,Q;*|AGN|Bla|Bz?|G|IR|QSO|Rad|Sy1|UV|X|gam|smm,2010A&A...518A..10V;SIMBAD,0.289398,141.7626026,39.0391774,0.71,0.71,89.93,0.71,,,4,,183.70838480394067,46.16373048053508,
2CXO J092712.6+294344,SDSS J09272+2943A,141.8025,29.728889,,AGN,Q;*|Q?|QSO|UV,2010A&A...518A..10V;SIMBAD,0.577048,141.8026785,29.7289297,0.716,0.716,23.04,0.716,,,4,,197.02688011723205,45.38931080419787,
2CXO J092713.8+294335,SDSS J09272+2943B,141.8075,29.726667,,AGN,Q;*|Q?|QSO|UV,2010A&A...518A..10V;SIMBAD,0.490278,141.8075521,29.7265385,0.715,0.712,2.675,0.715,,,4,,197.0312536847699,45.39307854172306,
2CXO J092832.8+184824,SDSS J09285+1848,142.137083,18.806667,,AGN,Q;*|IR|Q?|QSO,2010A&A...518A..10V;SIMBAD,0.396532,142.1369922,18.8067358,0.727,0.726,178.9,0.727,,,4,,211.86468652746532,42.87091827584963,
2CXO J092920.1-312303,BW Ant,142.334167,-31.384167,1.0,LMXB,"XT;T, P, R;LXB|N*|V*|X|XB*|gam",2003A&A...404..301R;2007A&A...469..807L;SIMBAD,0.41032,142.3341014,-31.3842663,0.747,0.746,151.1,2.13494941392062,,,1,,260.1051243079832,14.2145186431362,
2CXO J093037.5+495025,2MASS J09303759+4950256,142.6566,49.8404,,AGN,Beamed AGN;*|AGN|BL?|BLL|Bla|Bz?|IR|QSO|Rad|X|gam,2018ApJS..235....4O;SIMBAD,0.091444,142.6565607,49.8404015,0.71,0.71,0.0,0.71,,,4,,168.13817595435594,45.71433851590904,
2CXO J093221.6+212821,SDSS J093221.62+212821.1,143.0900833,21.4725278,,LM-STAR,M3;*|IR|LM*,2011AJ....141...97W;SIMBAD,0.110495,143.0900578,21.4725083,0.869,0.823,172.7,0.869,,,4,,208.76820829997183,44.574137765188574,
2CXO J093342.5+340154,G16430193239307,143.427386,34.031686,,LM-STAR,G1;*|IR|X,LAMOST-DR8-AFGK;SIMBAD,0.193151,143.4274468,34.0316675,0.722,0.718,10.5,0.722,,,4,,191.0903708660533,47.29561021552083,
2CXO J093348.3+313335,SDSS J09338+3133,143.451667,31.559722,,AGN,Q;*|QSO,2010A&A...518A..10V;SIMBAD,0.323703,143.4516171,31.5598012,0.786,0.754,74.95,0.786,,,4,,194.7112361559216,47.06228484269637,
2CXO J093411.0+551143,,143.54595694,55.19537389,,LM-STAR,Fd_c|Binary;F3;*|IR|X,2020AJ....160..120J;LAMOST-DR8-AFGK;SIMBAD,0.240415,143.5460158,55.1953162,0.958,0.764,57.51,0.958,,,4,,160.5775369870719,44.87618953207969,
2CXO J093455.5+051409,SDSS J09349+0514,143.731667,5.235833,,AGN,A;*|AGN|QSO|Sy1,2010A&A...518A..10V;SIMBAD,0.097029,143.7316562,5.2358577,0.722,0.72,50.9,0.722,,,4,,228.93180593114516,38.43057957243605,
2CXO J093514.7+033545,SDSS J09352+0335,143.81125,3.596111,,AGN,Q;*|IR|QSO|UV,2010A&A...518A..10V;SIMBAD,0.455082,143.8113092,3.5959992,0.827,0.803,131.2,0.827,,,4,,230.76247099921767,37.64527273219397,
2CXO J093551.5+612111,MCG +10-14-025,143.9652,61.3531,,AGN,Sy1.9;*|AGN|G|IR|LIN|Rad|Sy1|SyG|X|rG|smm,2018ApJS..235....4O;SIMBAD,0.51731,143.9649763,61.3531956,0.714,0.714,0.0,0.714,,,4,,152.4763692639334,42.896769101060535,
2CXO J093759.4+542426,SDSS J09379+5424,144.4975,54.4075,,AGN,Q;*|QSO|UV|X,2010A&A...518A..10V;SIMBAD,0.629795,144.4977907,54.4074554,0.904,0.822,128.5,0.904,,,4,,161.40390460690998,45.63994499110928,
2CXO J093844.4+005715,SDSS J09387+0057,144.685417,0.954444,,AGN,A;*|AGN|IR|QSO|X,2010A&A...518A..10V;SIMBAD,0.648535,144.6852733,0.9543353,0.718,0.714,0.757,0.718,,,4,,234.14670027580956,36.94276317963988,
2CXO J093845.6+005926,SDSS J09387+0059,144.69,0.990833,,AGN,A;*|AGN|EmG|X,2010A&A...518A..10V;SIMBAD,0.379438,144.6900043,0.9907277,0.8,0.742,44.19,0.8,,,4,,234.11220869727032,36.96699310390242,
2CXO J093856.9+412821,PG 0935+416,144.7375,41.4725,,AGN,Q;*|IR|QSO|UV|blu,2010A&A...518A..10V;SIMBAD,0.302474,144.7373881,41.4725056,0.713,0.713,0.0,0.713,,,4,,180.0015212485134,48.34231035846256,
2CXO J093949.6+414154,SDSS J09398+4141,144.956667,41.698333,,AGN,Q;*|AGN|Bla|Bz?|IR|QSO|Rad|blu,2010A&A...518A..10V;SIMBAD,0.33782,144.9567369,41.698411,0.715,0.711,89.7,0.715,,,4,,179.6421445606516,48.487411602168045,
2CXO J094057.1+032401,SDSS J09409+0324,145.238333,3.400278,,AGN,A;*|AGN|G|IR|QSO|Sy1|X,2010A&A...518A..10V;SIMBAD,0.36509,145.238319,3.4003784,0.712,0.711,103.2,0.712,,,4,,231.93950953414392,38.745921942881886,
2CXO J094124.0+394442,3C 223.1,145.35,39.745,,AGN,A;*|AGN|G|QSO|Rad|Sy2|SyG|X|rG,2010A&A...518A..10V;SIMBAD,0.291006,145.3501051,39.7450007,0.713,0.713,55.0,0.713,,,4,,182.5644321412155,48.91832852657873,
2CXO J094133.7+594811,SBS 0938+600,145.390417,59.803056,,AGN,Q;*|AGN|IR|QSO|X,2010A&A...518A..10V;SIMBAD,0.11259,145.3904346,59.803086,0.739,0.718,80.6,0.739,,,4,,154.04211501123908,44.1634286274723,
2CXO J094234.0+092239,L15590324561802,145.641851,9.377305,,LM-STAR,G3;*,LAMOST-DR8-AFGK;SIMBAD,0.738571,145.6418752,9.3775088,0.772,0.772,0.0,0.772,,,4,,225.4336748655629,42.12212335846918,
2CXO J094325.8+520126,SDSS J094325+520128,145.8579159,52.0246403,,CV,CV;known CV;CataclyV;*|CV*|CV?,2005JAD....11....2D;2020RNAAS...4..219J;2020RNAAS...4..219J;SIMBAD,2.083356,145.8576005,52.0240951,2.37,2.194,34.1,2.37,,,1,,164.34672427084513,47.13109028679859,
2CXO J094336.9-081930,PKS 0941-08,145.90375,-8.325278,,AGN,A;*|AGN|G|LIN|Rad|cm|rG,2010A&A...518A..10V;SIMBAD,0.55823,145.9039016,-8.3252389,0.775,0.748,106.0,0.775,,,4,,244.0671292314232,32.34733873634092,
2CXO J094434.9+043207,SDSS J09445+0432,146.145417,4.535278,,AGN,Q;*|QSO,2010A&A...518A..10V;SIMBAD,0.862801,146.1454269,4.5355175,0.905,0.859,94.93,0.905,,,4,,231.32400446766172,40.11757857806418,
2CXO J094525.9+352103,FIRST J09454+3521,146.357917,35.350833,,AGN,A;*|AGN|G|IR|Q?|QSO|Rad|X,2010A&A...518A..10V;SIMBAD,0.540536,146.3579843,35.3509727,0.715,0.714,8.664,0.715,,,4,,189.29544971352487,49.77231379179423,
2CXO J094629.6+545155,SDSS J09464+5451,146.623333,54.865556,,AGN,Q;*|QSO,2010A&A...518A..10V;SIMBAD,0.043449,146.6233364,54.8655441,0.715,0.714,61.02,0.715,,,4,,160.19436103540443,46.65031776590256,
2CXO J094645.5+545232,SDSS J09467+5452,146.689583,54.875556,,AGN,Q;*|QSO,2010A&A...518A..10V;SIMBAD,0.80931,146.6896963,54.8757712,0.895,0.789,44.69,0.895,,,4,,160.1608378226245,46.682465208812566,
2CXO J094800.9+161707,SDSS J09480+1617,147.004167,16.285278,,AGN,Q;*|QSO,2010A&A...518A..10V;SIMBAD,0.850717,147.0040176,16.2854658,0.865,0.774,110.3,0.865,,,4,,217.51909116738133,46.2901677052695,
2CXO J094941.1+295519,PG 0946+301,147.42125,29.921944,,AGN,Q;*|IR|QSO|UV|blu|gam,2010A&A...518A..10V;SIMBAD,0.28665,147.4213039,29.9220085,0.719,0.715,96.15,0.719,,,4,,197.83033283566,50.23720276354077,
2CXO J095014.0+580136,PSS J0950+5801,147.558333,58.026667,,AGN,Q;*|IR|QSO,2010A&A...518A..10V;SIMBAD,0.746818,147.5585294,58.0268465,0.776,0.749,169.3,0.776,,,4,,155.68301335077604,45.913589842667065,
2CXO J095151.5+594430,SDSS J09518+5944,147.964583,59.741667,,AGN,Q;*|QSO|X,2010A&A...518A..10V;SIMBAD,0.32765,147.9647623,59.7416782,0.819,0.777,41.09,0.819,,,4,,153.34149547430482,45.36166507922797,
2CXO J095209.5+214313,SDSS J09521+2143,148.04,21.720278,,AGN,A;*|AGN|G|IR|Sy1,2010A&A...518A..10V;SIMBAD,0.716574,148.0398336,21.7204034,0.721,0.716,83.09,0.721,,,4,,210.4061073131183,49.044812055740366,
2CXO J095240.2+515249,SDSS J09526+5152,148.1675,51.880556,,AGN,Q;*|IR|QSO|X,2010A&A...518A..10V;SIMBAD,0.059684,148.1675259,51.8805516,0.71,0.71,0.0,0.71,,,4,,163.8953285194743,48.52944219069413,
2CXO J095240.5+515608,G16387310466855,148.168942,51.935628,,LM-STAR,dM1;*|IR|PM*|X,LAMOST-DR8-M;SIMBAD,0.396614,148.1691205,51.9356235,0.777,0.747,178.5,0.777,,,4,,163.8162694608053,48.51235886813299,
2CXO J095241.4+515848,SBS 0949+522,148.172917,51.980278,,AGN,Q;*|IR|QSO,2010A&A...518A..10V;SIMBAD,0.270788,148.1728872,51.9802051,0.739,0.719,69.36,0.739,,,4,,163.7515540227656,48.49992871658844,
2CXO J095244.0+515543,L16387310483443,148.183329,51.92854,,LM-STAR,K3;K1;G9;*|**|IR|X,LAMOST-DR8-AFGK;LAMOST-DR8-AFGK;LAMOST-DR8-AFGK;SIMBAD,0.403981,148.1834018,51.9286428,0.76,0.727,3.853,0.76,,,4,,163.8218708330288,48.52296573019283,
2CXO J095404.9+174218,SDSS J09540+1742,148.520833,17.705278,,AGN,Q;*|QSO|X,2010A&A...518A..10V;SIMBAD,0.478771,148.5206941,17.7052643,0.841,0.77,17.03,0.841,,,4,,216.37153132566573,48.16430903232331,
2CXO J095438.7+403204,SDSS J09546+4032,148.661667,40.534444,,AGN,A;*|AGN|G|IR|Sy1|X,2010A&A...518A..10V;SIMBAD,0.508423,148.6615541,40.5345562,0.739,0.729,179.1,0.739,,,4,,181.0195834514326,51.37836183500137,
2CXO J095500.1-013006,BRI 0952-0115,148.750417,-1.501944,,AGN,Q;*|IR|LeQ|QSO,2010A&A...518A..10V;SIMBAD,0.545873,148.750432,-1.5017931,0.723,0.72,7.719,0.723,,,4,,239.6760713612048,38.81854386043312,
2CXO J095504.5+170556,2MASS J09550+1705,148.769167,17.098889,,AGN,A;*|AGN|GiG|IR|QSO|Sy1|X,2010A&A...518A..10V;SIMBAD,0.560019,148.7690136,17.0989411,0.718,0.716,68.25,0.718,,,4,,217.34750524613656,48.16267732029597,
2CXO J095511.3+594030,PSS J0955+5940,148.797083,59.675,,AGN,Q;*|QSO|X,2010A&A...518A..10V;SIMBAD,0.469665,148.7971335,59.6751279,0.848,0.827,108.7,0.848,,,4,,153.1534896701718,45.7658611717965,
2CXO J095533.1+690354,NGC 3031,148.888333,69.065278,,AGN,Q;*|AGN|G|GiG|GiP|IR|LIN|QSO|Rad|Sy2|X,2010A&A...518A..10V;SIMBAD,0.225753,148.8881589,69.06527,0.71,0.71,10.06,0.71,,,4,|M_81,142.0918660218804,40.90005291386391,
2CXO J095636.4+690028,SDSS J09566+6900,149.151667,69.007778,,AGN,Q;*|AGN|GiG|IR|QSO|X,2010A&A...518A..10V;SIMBAD,0.445187,149.1518751,69.0078767,0.743,0.732,177.3,0.743,,,4,|M_81,142.08172151705372,41.01022203888985,
2CXO J095649.8+251516,OK 290,149.207917,25.254444,,AGN,Q;*|AGN|Bla|Bz?|IR|Q?|QSO|Rad|Sy1|X|gam,2010A&A...518A..10V;SIMBAD,0.335295,149.2078242,25.2544844,0.711,0.711,106.8,0.711,,,4,,205.51126961030556,50.98159603297472,
2CXO J095724.3+023518,SDSS J09574+0235,149.351667,2.588333,,AGN,Q;QSO|X,2010A&A...518A..10V;SIMBAD,0.69279,149.3515015,2.5884315,0.875,0.866,59.57,0.875,,,4,,235.8083478355562,41.71482114021836,
2CXO J095743.3+024823,SDSS J09577+0248,149.430417,2.806389,,AGN,Q;*|AGN|G|IR|QSO|X,2010A&A...518A..10V;SIMBAD,0.792557,149.4305726,2.8065449,0.943,0.838,44.54,0.943,,,4,,235.6284052532306,41.90409052469794,
2CXO J095744.4+330820,PSS J0957+3308,149.435417,33.139167,,AGN,Q;*|IR|QSO,2010A&A...518A..10V;SIMBAD,0.326003,149.4353124,33.139144,0.777,0.769,170.1,0.777,,,4,,192.9556510215736,52.23431442798256,
2CXO J095748.4+023731,G15560039546953,149.45191,2.625414,,LM-STAR,K5;*|G|IR|X,LAMOST-DR8-AFGK;SIMBAD,0.484374,149.4518277,2.6253075,0.857,0.811,99.59,0.857,,,4,,235.844539425893,41.81814434359816,
2CXO J095753.4+024735,COSM J09578+0247,149.472917,2.793333,,AGN,Q;*|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.150475,149.4728976,2.793296,0.774,0.77,76.53,0.774,,,4,,235.6754009034555,41.93128948869795,
2CXO J095754.7+023832,SDSS J09579+0238,149.477917,2.642222,,AGN,Q;*|AGN|G|IR|QSO|X,2010A&A...518A..10V;SIMBAD,0.546826,149.4779369,2.6423726,0.744,0.729,74.0,0.744,,,4,,235.8457478946501,41.84929972369424,
2CXO J095755.0+024806,SDSS J09579+0248,149.479583,2.801667,,AGN,Q;*|AGN|G|IR|QSO|X,2010A&A...518A..10V;SIMBAD,0.310557,149.4795186,2.8017245,0.734,0.725,42.65,0.734,,,4,,235.67115539979568,41.94152661521566,
2CXO J095755.4+022400,COSM J09579+0224,149.48125,2.400278,,AGN,Q;AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.158985,149.4812402,2.4002349,0.847,0.794,91.97,0.847,,,4,,236.11446430389927,41.713323654822574,
2CXO J095756.7+024840,COSM J09579+0248,149.486667,2.811389,,AGN,Q;*|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.338158,149.4866225,2.8113063,0.796,0.758,65.42,0.796,,,4,,235.66600345556716,41.9528169860796,
2CXO J095757.5+023919,COSM J09579+0239,149.489583,2.655556,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.563773,149.4897388,2.655539,0.9,0.847,121.7,0.9,,,4,,235.84028556320055,41.86649826740561,
2CXO J095759.4+020436,SDSS J09579+0204,149.497917,2.076667,,AGN,Q;*|AG?|AGN|FIR|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.393762,149.4978501,2.0767536,0.801,0.781,60.76,0.801,,,4,,236.48108386848423,41.54064909695187,
2CXO J095800.4+022452,COSM J09580+0224,149.501667,2.414444,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.364041,149.5017626,2.4144772,0.727,0.72,59.59,0.727,,,4,,236.1146081696833,41.73828877847701,
2CXO J095801.4+014832,COSM J09580+0148,149.505833,1.808889,,AGN,Q;AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.542661,149.5059085,1.8090195,0.985,0.864,56.77,0.985,,,4,,236.77864505982967,41.392229318388246,
2CXO J095803.3+362047,SDSS J09580+3620,149.514167,36.346667,,AGN,Q;*|QSO|Rad,2010A&A...518A..10V;SIMBAD,0.677252,149.5139417,36.3466175,0.984,0.871,74.22,0.984,,,4,,187.7128542438419,52.330725111104265,
2CXO J095806.2+020113,COSM J09581+0201,149.525833,2.020278,,AGN,A;AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.855717,149.5260382,2.0203981,0.903,0.844,68.18,0.903,,,4,,236.56427509721465,41.53107359222576,
2CXO J095807.2+021319,COSM J09581+0213,149.530417,2.221944,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.88044,149.5301723,2.2219502,0.935,0.869,42.07,0.935,,,4,,236.3474025969749,41.65078842966065,
2CXO J095808.2+015423,COSM J09581+0154,149.534167,1.906389,,AGN,A;*|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.780833,149.5342173,1.9066,1.0,0.859,91.11,1.0,,,4,,236.694493317315,41.471865362817965,
2CXO J095808.8+021648,COSM J09581+0216,149.537083,2.28,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.100772,149.5370551,2.280003,0.904,0.858,48.8,0.904,,,4,,236.2891715260779,41.689844622816096,
2CXO J095810.8+014004,2QZ J095810+0140,149.545417,1.668056,,AGN,Q;*|AGN|G|Q?|QSO|X,2010A&A...518A..10V;SIMBAD,0.556698,149.545311,1.6679433,0.753,0.735,135.8,0.753,,,4,,236.9621208279912,41.34229632467982,
2CXO J095817.2+023316,COSM J09582+0233,149.571667,2.554444,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.763953,149.5718488,2.5545538,0.99,0.817,65.24,0.99,,,4,,236.01453492777512,41.87598430247474,
2CXO J095819.8+022903,SDSS J09583+0229,149.582917,2.484167,,AGN,A;*|AG?|AGN|FIR|G|IR|QSO|Rad|Sy1|UV|X,2010A&A...518A..10V;SIMBAD,0.570917,149.5828845,2.4843222,0.713,0.712,29.39,0.713,,,4,,236.10027954893272,41.84474505491785,
2CXO J095820.5+073435,SDSS J09583+0734,149.585417,7.576667,,AGN,Q;*|QSO|X,2010A&A...518A..10V;SIMBAD,0.421392,149.5854729,7.5765639,0.977,0.873,42.36,0.977,,,4,,230.2402615960303,44.62394934272159,
2CXO J095822.1+014524,SDSS J09583+0145,149.5925,1.756667,,AGN,Q;*|AGN|FIR|G|IR|QSO|Rad|X,2010A&A...518A..10V;SIMBAD,0.240653,149.5924341,1.7566782,0.741,0.718,76.71,0.741,,,4,,236.902436897676,41.43222622295109,
2CXO J095823.0+021311,G15560626004979,149.596075,2.219983,,LM-STAR,G2;G0;*|G|IR|X,LAMOST-DR8-AFGK;LAMOST-DR8-AFGK;SIMBAD,0.095975,149.5960991,2.2199945,0.753,0.741,25.26,0.753,,,4,,236.40038378965608,41.703492415388986,
2CXO J095824.4+022333,COSM J09584+0223,149.602083,2.3925,,AGN,Q;*|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.360699,149.6020777,2.3926001,0.734,0.722,3.97,0.734,,,4,,236.2158204475627,41.80776061702476,
