name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,name,ra,dec,r0,PU,S/N,remove_code,_r_simbad,main_id,ra_simbad,dec_simbad,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z,remove_4,Gal_Long,Gal_Lat
J1756-2748,269.030417,-27.813333,1.0,CV,DN,2003A&A...404..301R,1.600368,2CXO J175607.1-274847,269.029945,-27.8131803,6.062,6.383403794215121,2.432,4,1.285763,OGLE BLG-DN-3,269.0303487813,-27.8131843078,0.002,0.001,90.0,5.0,17 56 07.28371,-27 48 47.4635,C,2018yCat.1345....0G,CataclyV*,*|CV*|EB*,,,,,,,,,,,,,,,,,,20.239,,,,,,,,,,1,2.146906519414961,-1.409441351701786
m401.48296.2600,269.6352083,-27.879,,CV,UG,2005JAD....11....2D,0.947829,2CXO J175832.3-275243,269.6349514,-27.8788668,1.123,1.123,6.532,4,0.140734,OGLE BLG-DN-376,269.6349099088,-27.8788803326,0.001,0.001,90.0,4.0,17 58 32.37838,-27 52 43.9692,A,2020yCat.1350....0G,CataclyV*,*|CV*|X,,,,,,,5.4383,0.9692,-0.493,-9.679,0.814,0.514,90,,,,,19.7,,,,,,,,,,1,2.3579453570321363,-1.9054111840490717
V* V4338 Sgr,269.8257083,-29.1646944,,CV,UG:,2005JAD....11....2D,1.64052,2CXO J175918.2-290952,269.8262229,-29.1646186,1.017,1.017,8.4,4,0.591346,V* V4338 Sgr,269.8260362448,-29.1645982055,0.0,0.0,90.0,17.0,17 59 18.24870,-29 09 52.5535,A,2020yCat.1350....0G,CataclyV*,*|CV*|EB*|El*|No*|V*,,,,,,,0.0928,0.0692,-2.996,-8.821,0.077,0.055,90,,,,,17.08,,,,,,,,,,1,1.3254248175449033,-2.690924625260945
J1803-3000,270.977083,-30.001667,1.0,CV,NL,2003A&A...404..301R,1.247338,2CXO J180354.4-300005,270.9767147,-30.0015317,0.916,2.199785444083127,20.098,4,0.535485,2XMMi J180354.3-300004,270.9766666667,-30.0013888889,,,172.0,2.0,18 03 54.4,-30 00 05,D,2009ApJ...699.1053H,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.088875104196917,-3.973751762663361
J1804-2739,271.126667,-27.658889,1.0,CV,NL,2003A&A...404..301R,1.595424,2CXO J180430.4-273933,271.1269522,-27.6592531,0.715,2.1239644535631945,10.261,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.2012392554928595,-2.9452213058038446
J1804-1456,271.162083,-14.946389,1.0,CV,NL,2003A&A...404..301R,0.861703,2CXO J180438.9-145647,271.1623307,-14.946391,0.727,2.1280340692761475,5.656,0,0.753641,2MASS J18043892-1456474,271.1621666667,-14.9465277778,0.15,0.13,171.0,16.0,18 04 38.92,-14 56 47.5,C,2003yCat.2246....0C,HMXB,CV*|HXB|IR|X|gam,,,,,,,,,,,,,,,,,,,,16.003,15.27,,,,,,,0,14.306884379737488,3.2518595995620547
J1805-2743,271.279583,-27.719167,1.0,CV,DN,2003A&A...404..301R,0.262303,2CXO J180507.0-274309,271.2795012,-27.7191747,0.752,2.1367040038339424,5.412,4,0.140147,OGLE BLG-DN-656,271.2794595036,-27.7191870725,0.0,0.0,90.0,10.0,18 05 07.07028,-27 43 09.0735,A,2018yCat.1345....0G,CataclyV*,*|CV*|EB*|X,,,,,,,0.0885,0.2367,-0.405,-3.79,0.482,0.41,90,,,,,17.853,,,,,,,,,,1,3.214874122541393,-3.0923661498339863
m104.20906.960,271.2796667,-27.7191944,,CV,UG,2005JAD....11....2D,0.532306,2CXO J180507.0-274309,271.2795012,-27.7191747,0.752,0.752,5.412,6,0.140147,OGLE BLG-DN-656,271.2794595036,-27.7191870725,0.0,0.0,90.0,10.0,18 05 07.07028,-27 43 09.0735,A,2018yCat.1345....0G,CataclyV*,*|CV*|EB*|X,,,,,,,0.0885,0.2367,-0.405,-3.79,0.482,0.41,90,,,,,17.853,,,,,,,,,,1,3.214874122541393,-3.0923661498339863
452.1934,271.8760833,45.8589167,,CV,NA/DQ,2005JAD....11....2D,0.569265,2CXO J180730.2+455132,271.8760708,45.8590746,0.711,0.711,34.255,0,0.120975,V* DQ Her,271.8760459966,45.8590457755,0.0,0.0,90.0,990.0,18 07 30.25104,+45 51 32.5648,A,2020yCat.1350....0G,CataclyV*,*|CV*|EB*|Em*|IR|No*|SB*|UV|V*|X,-4.0,5.0,-1.33e-05,1.67e-05,M3+Ve,,2.016,0.0169,-0.925,12.412,0.023,0.023,90,,,,14.605,14.443,14.8,13.6,13.281,13.085,,14.447,14.353,14.451,,0,73.15311901956349,26.443585502597646
DQ Her,271.876667,45.858889,1.0,CV,Na,2003A&A...404..301R,1.637175,2CXO J180730.2+455132,271.8760708,45.8590746,0.711,2.122621256842586,34.255,2,0.120975,V* DQ Her,271.8760459966,45.8590457755,0.0,0.0,90.0,990.0,18 07 30.25104,+45 51 32.5648,A,2020yCat.1350....0G,CataclyV*,*|CV*|EB*|Em*|IR|No*|SB*|UV|V*|X,-4.0,5.0,-1.33e-05,1.67e-05,M3+Ve,,2.016,0.0169,-0.925,12.412,0.023,0.023,90,,,,14.605,14.443,14.8,13.6,13.281,13.085,,14.447,14.353,14.451,,0,73.15311901956349,26.443585502597646
V* V4157 Sgr,272.3954167,-25.8661667,,CV,,2005JAD....11....2D,1.52011,2CXO J180935.0-255157,272.3958537,-25.8660128,0.946,0.946,7.895,4,1.459268,V* V4157 Sgr,272.3954166667,-25.8661111111,,,172.0,32.0,18 09 34.9,-25 51 58,D,1997PASP..109..345D,Nova,CV*|No*|V*,,,,,,,,,,,,,,,,,,,,15.82,15.355,15.095,,,,,,2,5.321816792096886,-3.06633864464894
HS 1813+6122,273.6242917,61.3929167,,CV,CV/NL,2005JAD....11....2D,0.967194,2CXO J181429.7+612335,273.6241373,61.393175,1.515,1.515,5.2,0,1.074177,HS 1813+6122,273.6242907698,61.392885807,0.0,0.0,90.0,10.0,18 14 29.82978,+61 23 34.3889,A,2020yCat.1350....0G,CataclyV*,*|CV*|IR|blu,,,,,,,1.2152,0.0247,0.789,-14.293,0.03,0.028,90,,,,15.2,15.1,,14.835,14.712,14.645,,,,,,0,90.5883032100227,27.95049735364251
1813+6122,273.623333,61.393056,1.0,CV,NL,2003A&A...404..301R,1.450957,2CXO J181429.7+612335,273.6241373,61.393175,1.515,2.509028696527802,5.2,2,1.074177,HS 1813+6122,273.6242907698,61.392885807,0.0,0.0,90.0,10.0,18 14 29.82978,+61 23 34.3889,A,2020yCat.1350....0G,CataclyV*,*|CV*|IR|blu,,,,,,,1.2152,0.0247,0.789,-14.293,0.03,0.028,90,,,,15.2,15.1,,14.835,14.712,14.645,,,,,,0,90.5883032100227,27.95049735364251
J1830-1232,277.707917,-12.538611,1.0,CV,NL,2003A&A...404..301R,0.676319,2CXO J183049.9-123219,277.7081073,-12.5386388,0.711,2.122621256842586,18.502,0,1.353888,IGR J18308-1232,277.708,-12.539,179.4,179.4,90.0,16.0,18 30 50,-12 32.3,E,2016ApJS..223...15B,CataclyV*,*|CV*|gam,,,,,,,,,,,,,,,,,17.3,17.9,16.6,,,,,,,,,0,19.444552498032674,-1.2026916638413563
IGR J18308-1232,277.7078333,-12.53852778,,CV,CV (IP?),INTEGRAL General Reference Catalog,1.042665,2CXO J183049.9-123219,277.7081073,-12.5386388,0.711,0.711,18.502,2,1.353888,IGR J18308-1232,277.708,-12.539,179.4,179.4,90.0,16.0,18 30 50,-12 32.3,E,2016ApJS..223...15B,CataclyV*,*|CV*|gam,,,,,,,,,,,,,,,,,17.3,17.9,16.6,,,,,,,,,0,19.444552498032674,-1.2026916638413563
J1832-0840,278.080417,-8.675,1.0,CV,NL,2003A&A...404..301R,0.415321,2CXO J183219.3-084030,278.080437,-8.6751137,0.719,2.125314329693375,10.001,0,0.192178,AX J1832.3-0840,278.0804645767,-8.675067803,0.0,0.0,90.0,19.0,18 32 19.31150,-08 40 30.2441,A,2020yCat.1350....0G,CataclyV*,*|CV*|X,,,,,,,1.2289,0.3639,-6.625,-17.523,0.43,0.383,90,,,,,,,,,,,,,,,0,23.039733002724493,0.25914196240881066
NGC 6652 C,278.9404583,-32.99,,CV,CV:,2005JAD....11....2D,0.945841,2CXO J183545.7-325923,278.9406302,-32.9897804,0.711,0.711,21.324,4,0.300576,Cl* NGC 6652    SAW V12,278.9406291667,-32.9898638889,,,172.0,6.0,18 35 45.751,-32 59 23.51,D,2001ApJ...562..363H,CV*_Candidate,*|CV?|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5349600065612394,-11.376801611141314
J1836-2354,279.102917,-23.91,1.0,CV,DN,2003A&A...404..301R,0.575452,2CXO J183624.7-235435,279.1030016,-23.9098601,0.716,2.1243012968974058,14.14,4,0.350066,OGLE BLG-DN-1057,279.1029,-23.9098888889,0.1,0.1,90.0,24.0,18 36 24.696,-23 54 35.60,C,2016A&A...588A.128F,CataclyV*,*|CV*|X,,,,,,,,,,,,,,,,,,18.77,,,,,,,,,,1,9.888976871919358,-7.556577163960589
NGC 6656 CV1,279.10275,-23.9098611,,CV,UG,2005JAD....11....2D,0.827898,2CXO J183624.7-235435,279.1030016,-23.9098601,0.716,0.716,14.14,6,0.350066,OGLE BLG-DN-1057,279.1029,-23.9098888889,0.1,0.1,90.0,24.0,18 36 24.696,-23 54 35.60,C,2016A&A...588A.128F,CataclyV*,*|CV*|X,,,,,,,,,,,,,,,,,,18.77,,,,,,,,,,1,9.888976871919358,-7.556577163960589
23.1925,283.0149583,-1.4775833,,CV,N/NR,2005JAD....11....2D,0.439614,2CXO J185203.5-012839,283.0148418,-1.4775465,0.721,0.721,7.147,0,0.046441,UCAC4 443-085347,283.0148530237,-1.4775528662,0.0,0.0,90.0,151.0,18 52 03.56473,-01 28 39.1903,A,2020yCat.1350....0G,CataclyV*,*|CV*|EB*|IR|V*,42.0,3.0,0.0001401,1e-05,,,0.3798,0.0365,-1.1,-4.752,0.041,0.038,90,,,,,,13.373,13.668,13.329,,,,,,,0,31.687669318999248,-0.8119156658645031
CI Aql,283.015,-1.4775,1.0,CV,Nr,2003A&A...404..301R,0.593405,2CXO J185203.5-012839,283.0148418,-1.4775465,0.721,2.1259917685635568,7.147,2,0.046441,UCAC4 443-085347,283.0148530237,-1.4775528662,0.0,0.0,90.0,151.0,18 52 03.56473,-01 28 39.1903,A,2020yCat.1350....0G,CataclyV*,*|CV*|EB*|IR|V*,42.0,3.0,0.0001401,1e-05,,,0.3798,0.0365,-1.1,-4.752,0.041,0.038,90,,,,,,13.373,13.668,13.329,,,,,,,0,31.687669318999248,-0.8119156658645031
NGC 6715-CX4,283.7602083,-30.4826389,,CV,AM/DQ:,2005JAD....11....2D,0.368925,2CXO J185502.4-302857,283.760216,-30.4827412,0.749,0.749,3.529,4,0.369087,[RW2006] 4,283.7602083333,-30.4826388889,,,172.0,2.0,18 55 02.45,-30 28 57.5,D,2006A&A...447..199R,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.603012881194642,-14.085403997541567
NGC 6715-CX7,283.7610833,-30.4781944,,CV,AM/DQ:,2005JAD....11....2D,0.242605,2CXO J185502.6-302841,283.7610113,-30.4782207,0.786,0.786,2.722,4,0.242654,[RW2006] 7,283.7610833333,-30.4781944444,,,172.0,1.0,18 55 02.66,-30 28 41.5,D,2006A&A...447..199R,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.60756992766223,-14.084234435173105
NGC 6715-CX6,283.7615,-30.4813889,,CV,AM/DQ:,2005JAD....11....2D,0.333331,2CXO J185502.7-302853,283.761557,-30.4814674,0.771,0.771,3.257,4,0.333403,[RW2006] 6,283.7615,-30.4813888889,,,172.0,2.0,18 55 02.76,-30 28 53.0,D,2006A&A...447..199R,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.604691769175531,-14.085957527473077
NGC 6715-CX1,283.7623333,-30.4791667,,CV,AM/DQ:,2005JAD....11....2D,0.158638,2CXO J185502.9-302845,283.7623136,-30.4792074,0.716,0.716,8.34,4,0.158907,[RW2006] 1,283.7623333333,-30.4791666667,,,172.0,3.0,18 55 02.96,-30 28 45.0,D,2006A&A...447..199R,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.607096949655066,-14.085656678551517
NGC 6715-CX2,283.7645,-30.4798333,,CV,AM/DQ:,2005JAD....11....2D,0.405688,2CXO J185503.4-302847,283.7644333,-30.4799302,0.744,0.744,4.171,4,0.405498,[RW2006] 2,283.7645,-30.4798333333,,,172.0,3.0,18 55 03.48,-30 28 47.4,D,2006A&A...447..199R,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.607162491550846,-14.0876202262405
NGC 6715-CX5,283.7652083,-30.4780833,,CV,AM/DQ:,2005JAD....11....2D,0.05635,2CXO J185503.6-302841,283.7652209,-30.478072,0.867,0.867,3.056,4,0.056434,[RW2006] 5,283.7652083333,-30.4780833333,,,172.0,2.0,18 55 03.65,-30 28 41.1,D,2006A&A...447..199R,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.609198586431261,-14.087503772025144
NGC 6715-CX3,283.7662083,-30.4772222,,CV,AM/DQ:,2005JAD....11....2D,0.284464,2CXO J185503.9-302838,283.7662812,-30.4772702,0.735,0.735,4.316,4,0.284504,[RW2006] 3,283.7662083333,-30.4772222222,,,172.0,2.0,18 55 03.89,-30 28 38.0,D,2006A&A...447..199R,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.610331808113251,-14.088023193092317
N Sgr 2002 No. 3,285.2888333,-22.0017222,,CV,,2005JAD....11....2D,0.611628,2CXO J190109.3-220005,285.2889928,-22.0016385,0.762,0.762,31.894,0,0.287834,USNO-A2.0 0675-31094614,285.2889141212,-22.0016712272,0.0,0.0,90.0,1.0,19 01 09.33939,-22 00 06.0164,A,2020yCat.1350....0G,Star,*,,,,,,,0.2052,0.0698,-0.51,-6.26,0.075,0.063,90,,,,17.0,,,,,,,,,,,0,14.123854308706521,-11.876684962753858
V4743 Sgr,285.28875,-22.001667,1.0,CV,Na,2003A&A...404..301R,0.816833,2CXO J190109.3-220005,285.2889928,-22.0016385,0.762,2.1402439113334726,31.894,2,0.287834,USNO-A2.0 0675-31094614,285.2889141212,-22.0016712272,0.0,0.0,90.0,1.0,19 01 09.33939,-22 00 06.0164,A,2020yCat.1350....0G,Star,*,,,,,,,0.2052,0.0698,-0.51,-6.26,0.075,0.063,90,,,,17.0,,,,,,,,,,,0,14.123854308706521,-11.876684962753858
NGC 6752-CX3,287.6676667,-59.9784167,,CV,CV,2005JAD....11....2D,1.299238,2CXO J191040.3-595841,287.6682386,-59.9781968,0.711,0.711,19.257,4,0.042064,[G93] NGC 6752 A,287.6682291667,-59.9781861111,0.04,0.04,90.0,11.0,19 10 40.375,-59 58 41.47,C,2017ApJ...841...53L,AGN,AGN|CV*|X,,,,,,,,,,,,,,,,,21.76,,20.97,,,,,,,,,1,336.4949400130705,-25.60314853953877
NGC 6752-CX13,287.6687083,-60.0018611,,CV,CV,2005JAD....11....2D,1.093309,2CXO J191040.6-600006,287.6692208,-60.0016981,0.824,0.824,4.125,4,0.204395,[PLH2002] CX13,287.6692083333,-60.0016416667,0.28,0.28,90.0,8.0,19 10 40.610,-60 00 05.91,C,2017ApJ...841...53L,CataclyV*,CV*|X,,,,,,,,,,,,,,,,,24.6,,24.32,,,,,,,,,1,336.46940968823304,-25.607891242744095
NGC 6752-CX1,287.712917,-59.986667,1.0,CV,DN,2003A&A...404..301R,0.422206,2CXO J191051.1-595911,287.7131499,-59.9866533,0.711,2.122621256842586,29.078,4,0.138591,Cl* NGC 6752    SAW V27,287.713075,-59.9866444444,0.02,0.02,90.0,13.0,19 10 51.138,-59 59 11.92,C,2017ApJ...841...53L,CataclyV*,*|CV*|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,336.4902265804597,-25.626775649660818
NGC 6752-CX1,287.7133333,-59.9868889,,CV,CV,2005JAD....11....2D,0.910292,2CXO J191051.1-595911,287.7131499,-59.9866533,0.711,0.711,29.078,6,0.138591,Cl* NGC 6752    SAW V27,287.713075,-59.9866444444,0.02,0.02,90.0,13.0,19 10 51.138,-59 59 11.92,C,2017ApJ...841...53L,CataclyV*,*|CV*|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,336.4902265804597,-25.626775649660818
NGC 6752-CX5,287.7137083,-59.9849722,,CV,CV:,2005JAD....11....2D,1.173923,2CXO J191051.4-595905,287.7142356,-59.9847805,0.711,0.711,13.22,4,0.03539,[PLH2002] CX5,287.714225,-59.9847722222,0.04,0.04,90.0,9.0,19 10 51.414,-59 59 05.18,C,2017ApJ...841...53L,CataclyV*,CV*|CV?|X,,,,,,,,,,,,,,,,,19.65,,18.57,,,,,,,,,1,336.492378345671,-25.626971480422284
NGC 6752-CV2,287.7160833,-59.9823889,,CV,CV:,2005JAD....11....2D,2.607315,2CXO J191051.5-595856,287.7146433,-59.9824636,0.713,0.713,13.997,4,0.031739,Cl* NGC 6752    BRS       2,287.7146291667,-59.9824583333,0.04,0.04,90.0,17.0,19 10 51.511,-59 58 56.85,C,2017ApJ...841...53L,CataclyV*,*|CV*|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,336.4949466099187,-25.626753516101896
NGC 6752-CX6,287.7140417,-59.9910556,,CV,CV,2005JAD....11....2D,1.273179,2CXO J191051.5-595927,287.7146493,-59.9908747,0.714,0.714,10.168,4,0.094851,[JVH94] NGC  6752 22,287.7146041667,-59.9908611111,0.06,0.06,90.0,9.0,19 10 51.505,-59 59 27.10,C,2017ApJ...841...53L,CataclyV*,CV*|CV?|X,,,,,,,,,,,,,,,,,24.07,,23.87,,,,,,,,,1,336.4857718316757,-25.628275742957996
NGC 6752-CX11,287.7183333,-59.985,,CV,CV:,2005JAD....11....2D,0.339494,2CXO J191052.4-595905,287.7183934,-59.9849106,0.732,0.732,4.5,6,0.199661,PSR J1910-5959D,287.71840125,-59.9848552778,,,172.0,16.0,19 10 52.4163,-59 59 05.479,D,2006ApJ...653.1417C,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,336.4926530727279,-25.62904062432249
NGC 6752-CX10,287.7284583,-59.9875,,CV,CV,2005JAD....11....2D,1.228485,2CXO J191054.7-595913,287.7281866,-59.987187,0.728,0.728,4.421,4,0.081981,[PLH2002] CX10,287.7281416667,-59.9871833333,0.12,0.12,90.0,7.0,19 10 54.754,-59 59 13.86,C,2017ApJ...841...53L,AGN,AGN|CV*|X,,,,,,,,,,,,,,,,,20.16,,19.7,,,,,,,,,1,336.49115046012724,-25.634269733102546
NGC 6752-CX15,287.7335,-59.9631111,,CV,CV:,2005JAD....11....2D,2.051016,2CXO J191055.8-595745,287.7326475,-59.9627336,0.734,0.734,3.314,4,0.106312,[PLH2002] CX15,287.7326958333,-59.9627166667,0.16,0.16,90.0,7.0,19 10 55.847,-59 57 45.78,C,2017ApJ...841...53L,AGN,AGN|CV*|X,,,,,,,,,,,,,,,,,23.05,,22.66,,,,,,,,,1,336.51827461113913,-25.632051380618268
NGC 6752-CX2,287.7347917,-59.9936389,,CV,CV,2005JAD....11....2D,2.505328,2CXO J191056.0-595937,287.7334083,-59.9937143,0.712,0.712,16.327,4,0.105919,[G93] NGC 6752 D,287.7333541667,-59.9937027778,0.04,0.04,90.0,11.0,19 10 56.005,-59 59 37.33,C,2017ApJ...841...53L,CataclyV*,*|CV*|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,336.48455168002346,-25.63801582448405
V516 Lyr,290.14875,37.747778,1.0,CV,DN,2003A&A...404..301R,0.491356,2CXO J192035.7+374452,290.1489213,37.747795,0.746,2.1345997282863127,10.897,4,0.020255,V* V516 Lyr,290.148924392,37.7477899324,0.001,0.006,90.0,33.0,19 20 35.74185,+37 44 52.0438,C,2018yCat.1345....0G,CataclyV*,*|CV*|HB?|V*,,,,,,,,,,,,,,,,,21.07,,,,,,,,,,,1,69.91128712612299,10.94445830036441
NGC 6791 B8,290.148625,37.7478611,,CV,UGSS,2005JAD....11....2D,0.876303,2CXO J192035.7+374452,290.1489213,37.747795,0.746,0.746,10.897,6,0.020255,V* V516 Lyr,290.148924392,37.7477899324,0.001,0.006,90.0,33.0,19 20 35.74185,+37 44 52.0438,C,2018yCat.1345....0G,CataclyV*,*|CV*|HB?|V*,,,,,,,,,,,,,,,,,21.07,,,,,,,,,,,1,69.91128712612299,10.94445830036441
V523 Lyr,290.28125,37.799167,1.0,CV,NL,2003A&A...404..301R,1.295043,2CXO J192107.4+374756,290.2808489,37.7989969,1.025,2.24735956179691,4.4,4,0.156134,V* V523 Lyr,290.2808125298,37.7989644178,0.0,0.0,90.0,31.0,19 21 07.39501,+37 47 56.2719,A,2020yCat.1350....0G,CataclyV*,*|CV*|HB?|No*|V*,,,,,,,0.1779,0.0955,-0.171,-2.223,0.103,0.107,90,,,,,,,,,,,18.535,18.31,18.393,18.472,1,70.00469006837055,10.873152956345049
NGC 6791 B7,290.281375,37.7991111,,CV,VY/UGZ,2005JAD....11....2D,1.552118,2CXO J192107.4+374756,290.2808489,37.7989969,1.025,1.025,4.4,6,0.156134,V* V523 Lyr,290.2808125298,37.7989644178,0.0,0.0,90.0,31.0,19 21 07.39501,+37 47 56.2719,A,2020yCat.1350....0G,CataclyV*,*|CV*|HB?|No*|V*,,,,,,,0.1779,0.0955,-0.171,-2.223,0.103,0.107,90,,,,,,,,,,,18.535,18.31,18.393,18.472,1,70.00469006837055,10.873152956345049
V1494 Aql,290.7725,4.955556,1.0,CV,Na,2003A&A...404..301R,0.412167,2CXO J192305.3+045719,290.7723943,4.9555111,0.713,2.1232920194829537,64.062,0,1.384634,V* V1494 Aql,290.772077,4.955292,0.07,0.06,0.0,150.0,19 23 05.29848,+04 57 19.0512,C,2003yCat.2246....0C,Nova,EB*|IR|No*|V*,,,,,,,,,,,,,,,,,,,,14.848,14.369,14.13,,,,,,0,40.973853173233486,-4.742391474404924
V* V1494 Aql,290.7722083,4.9552778,,CV,N,2005JAD....11....2D,1.072528,2CXO J192305.3+045719,290.7723943,4.9555111,0.713,0.713,64.062,2,1.384634,V* V1494 Aql,290.772077,4.955292,0.07,0.06,0.0,150.0,19 23 05.29848,+04 57 19.0512,C,2003yCat.2246....0C,Nova,EB*|IR|No*|V*,,,,,,,,,,,,,,,,,,,,14.848,14.369,14.13,,,,,,0,40.973853173233486,-4.742391474404924
J1926+1322,291.6125,13.368056,1.0,CV,NL,2003A&A...404..301R,0.248326,2CXO J192626.9+132205,291.6124334,13.3680797,0.721,2.1259917685635568,32.499,0,0.18109,IGR J19267+1325,291.6124765918,13.3680520495,0.0,0.0,90.0,19.0,19 26 26.99438,+13 22 04.9874,A,2020yCat.1350....0G,CataclyV*,*|CV*|gam,,,,,,,1.0305,0.1346,-0.854,-5.637,0.15,0.14,90,,,,18.5,18.0,17.8,,,,,,,,,0,48.79708076684401,-1.5092093376883142
IGR J19267+1325,291.6125,13.36788889,,CV,CV (IP),INTEGRAL General Reference Catalog,0.725442,2CXO J192626.9+132205,291.6124334,13.3680797,0.721,0.721,32.499,2,0.18109,IGR J19267+1325,291.6124765918,13.3680520495,0.0,0.0,90.0,19.0,19 26 26.99438,+13 22 04.9874,A,2020yCat.1350....0G,CataclyV*,*|CV*|gam,,,,,,,1.0305,0.1346,-0.854,-5.637,0.15,0.14,90,,,,18.5,18.0,17.8,,,,,,,,,0,48.79708076684401,-1.5092093376883142
J1930+0530,292.711667,5.516111,1.0,CV,CV,2003A&A...404..301R,0.569037,2CXO J193050.7+053058,292.7115082,5.5161132,0.792,2.151107621668428,3.697,2,0.262402,TYC  486-295-1,292.711494714,5.5161848427,0.0,0.0,90.0,7.0,19 30 50.75873,+05 30 58.2654,A,2020yCat.1350....0G,Star,*|IR,,,,,F8,,3.0127,0.0265,-2.809,-10.474,0.026,0.02,90,,,,11.54,10.83,,9.617,9.245,9.13,,,,,,0,42.380705904055034,-6.185273490800329
VV 138,293.7734167,30.57325,,CV,UG,2005JAD....11....2D,1.740465,2CXO J193505.6+303421,293.773359,30.5727691,1.026,1.026,6.809,0,2.032797,V* V905 Cyg,293.7733333333,30.5733333333,0.17,0.16,97.0,7.0,19 35 05.60,+30 34 24.0,C,2003yCat.2246....0C,CataclyV*,CV*|IR|V*,,,,,,,,,,,,,,,,,,,,16.5,15.869,,,,,,,0,64.87029520225873,4.982329599213658
185.1928,294.667125,30.5078611,,CV,UGZ,2005JAD....11....2D,0.143474,2CXO J193840.1+303028,294.6670847,30.5078415,0.711,0.711,83.345,0,0.133625,V* EM Cyg,294.6671120712,30.5078701642,0.0,0.0,90.0,247.0,19 38 40.10690,+30 30 28.3326,A,2020yCat.1350....0G,CataclyV*,*|CV*|IR|SB*|UV|V*|X,-31.0,,-0.0001034,,,,2.8263,0.1942,-2.374,-3.694,0.174,0.241,90,,,,,11.9,,11.735,11.333,11.15,,,,,,0,65.18657529348245,4.277111025795202
EM Cyg,294.667083,30.507778,1.0,CV,DN,2003A&A...404..301R,0.228591,2CXO J193840.1+303028,294.6670847,30.5078415,0.711,2.122621256842586,83.345,2,0.133625,V* EM Cyg,294.6671120712,30.5078701642,0.0,0.0,90.0,247.0,19 38 40.10690,+30 30 28.3326,A,2020yCat.1350....0G,CataclyV*,*|CV*|IR|SB*|UV|V*|X,-31.0,,-0.0001034,,,,2.8263,0.1942,-2.374,-3.694,0.174,0.241,90,,,,,11.9,,11.735,11.333,11.15,,,,,,0,65.18657529348245,4.277111025795202
NGC 6809-9,294.9246667,-30.9294167,,CV,CV,2005JAD....11....2D,2.826472,2CXO J193942.1-305545,294.9255603,-30.9292467,0.824,0.824,11.249,4,2.826638,[WWS2006] M 55  9,294.9246666667,-30.9294166667,,,172.0,3.0,19 39 41.92,-30 55 45.9,D,2006A&A...445..155W,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.807209560505994,-23.200768241667816
NGC 6809 CV1,295.0357917,-30.9808611,,CV,UG,2005JAD....11....2D,1.061872,2CXO J194008.6-305852,295.0359071,-30.981139,0.739,0.739,9.202,4,0.801535,Cl* NGC 6809    SAW V43,295.03599,-30.98135,,,172.0,1.0,19 40 08.64,-30 58 52.9,D,2010AcA....60..245K,V*,*|V*,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.786778635680552,-23.307047608487196
J1940+4632,295.0675,46.546667,1.0,CV,DN,2003A&A...404..301R,0.620546,2CXO J194016.1+463247,295.0672639,46.5466092,0.744,2.133901590983052,4.063,0,0.142315,BOKS 45906,295.067320202,46.5466012413,0.0,0.0,90.0,8.0,19 40 16.15685,+46 32 47.7645,A,2020yCat.1350....0G,CataclyV*,*|CV*|V*,,,,,,,0.6719,0.3619,1.789,5.711,0.443,0.477,90,,,,,,,,,,,19.8,19.03,,,0,79.593963970669,11.629401652607019
V498 Vul,299.96375,22.708889,1.0,CV,DN,2003A&A...404..301R,1.353197,2CXO J195951.3+224230,299.9639189,22.7085469,2.149,2.9356772642782105,2.324,4,1.576892,V* V498 Vul,299.9636791667,22.708925,,,172.0,12.0,19 59 51.283,+22 42 32.13,D,2005IAUC.8591....2R,CataclyV*,CV*|V*,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.85548068286439,-3.751961229946854
