P_median_AGN,P_median_CV,P_median_HM-STAR,P_median_HMXB,P_median_LM-STAR,P_median_LMXB,P_median_NS,P_median_YSO,P_2sig_upp_AGN,P_2sig_upp_CV,P_2sig_upp_HM-STAR,P_2sig_upp_HMXB,P_2sig_upp_LM-STAR,P_2sig_upp_LMXB,P_2sig_upp_NS,P_2sig_upp_YSO,P_2sig_low_AGN,P_2sig_low_CV,P_2sig_low_HM-STAR,P_2sig_low_HMXB,P_2sig_low_LM-STAR,P_2sig_low_LMXB,P_2sig_low_NS,P_2sig_low_YSO,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class_median,Class_prob_median,Class_prob_2sig_upp,Class_prob_2sig_low,Class,Class_prob,Class_prob_e,name,true_Class,conf_flag,CT
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.03,0.0,0.02,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98652,0.004520000000000001,1e-05,8e-05,5e-05,0.00651,0.0,0.00231,0.01224089210145402,0.0068129300609954925,0.0003162277660168379,0.0008912880535463234,0.0007056897321046959,0.008317997901483812,0.0,0.005252760368748176,AGN,0.99,1.0,0.96,AGN,0.98652,0.01224089210145402,2CXO J142557.6+334626,AGN,1,47.66842956307262
0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.01,0.02,0.0,0.02,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97437,0.01557,2e-05,0.00011,0.00098,0.00379,2e-05,0.00514,0.01885095378113423,0.01444589158839923,0.00044698970882985637,0.001043546352103724,0.0032940021934495514,0.006586294806587333,0.00044698970882985626,0.007539047501988381,AGN,0.98,1.0,0.93,AGN,0.97437,0.01885095378113423,2CXO J142607.7+340426,AGN,1,28.795520697504273
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.01,0.01,0.01,0.02,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957,0.00055,1e-05,0.00014000000000000001,0.00098,0.00033,0.00076,0.0015300000000000001,0.013996639093221854,0.0023670874726344827,0.000316227766016838,0.0014773566199745357,0.006594170386264151,0.0018959680099344231,0.003167401526872215,0.007550901675701788,AGN,1.0,1.0,0.96,AGN,0.9957,0.013996639093221854,2CXO J142610.5+441124,AGN,1,46.13844385591393
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99542,0.00126,1e-05,2.9999999999999997e-05,2e-05,0.00135,0.0,0.00191,0.008490918424746299,0.00415085890264047,0.000316227766016838,0.0005471740119919802,0.0004469897088298564,0.004182701877374839,0.0,0.005769331433119889,AGN,1.0,1.0,0.97,AGN,0.99542,0.008490918424746299,2CXO J142616.5+335326,AGN,1,69.6698872672251
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997765,0.00054,2e-05,0.0,0.001335,2.9999999999999997e-05,0.0,0.00031,0.005084843225767165,0.002305149390758375,0.0004469897088298563,0.0,0.0038154072302091584,0.0007068235986436777,0.0,0.0017908397770618973,AGN,1.0,1.0,0.98,AGN,0.997765,0.005084843225767165,2CXO J142622.6+334202,AGN,1,111.95527641931909
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99922,0.0006,1e-05,0.0,1e-05,0.00013000000000000002,0.0,2.9999999999999997e-05,0.002932609793375198,0.002538985318280996,0.00031622776601683783,0.0,0.00031622776601683783,0.0011333068359382578,0.0,0.0005471740119919799,AGN,1.0,1.0,0.99,AGN,0.99922,0.002932609793375198,2CXO J142651.5+351924,AGN,1,182.50984943542875
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,0.01,0.0,0.03,0.032727499999999736,0.0,0.02,0.8872725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9759650000000001,0.011155,0.00035,0.0,0.00528,0.005255,0.00012,0.001875,0.0307797200469102,0.017547047440349448,0.0019445516915940486,0.0,0.00962362791332947,0.010517632604136523,0.0012598361747414566,0.004902388031195453,AGN,0.99,1.0,0.8872725,AGN,0.9759650000000001,0.0307797200469102,2CXO J142716.0+440718,AGN,1,19.96429825881386
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9965700000000001,0.0008200000000000001,0.0,8e-05,0.00011999999999999999,0.0005,0.0,0.00191,0.012226388861171757,0.0056885815419979655,0.0,0.0008912880535463234,0.0014098182817610177,0.0027852751673322607,0.0,0.006877441326481761,AGN,1.0,1.0,0.97,AGN,0.9965700000000001,0.012226388861171757,2CXO J142734.8+352543,AGN,1,52.065998819589176
0.55,0.1,0.0,0.005,0.01,0.27,0.0,0.04,0.6827274999999998,0.28,0.01,0.03,0.04,0.4327274999999997,0.02,0.11,0.37,0.03,0.0,0.0,0.0,0.14,0.0,0.0,0.546095,0.11453,0.00026000000000000003,0.00719,0.009630000000000001,0.27394,0.0036,0.044755,0.08024534435274294,0.0642316495569342,0.0016538243967045387,0.00892656616978687,0.01231725678935106,0.07221143185736527,0.006773912155164538,0.027888936296814333,AGN,0.55,0.6827274999999998,0.37,AGN,0.546095,0.08024534435274294,2CXO J142754.9+330009,AGN,0,1.7851289182773333
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13272749999999975,0.0,0.01,0.022727499999999737,0.8072725000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9854550000000001,0.00037,0.0,2e-05,0.01068,7.000000000000001e-05,0.000735,0.00267,0.04705669248159405,0.003372606480820802,0.0,0.0004469897088298564,0.039807942326529164,0.000834143750078963,0.003807791259283296,0.0087090152684989,AGN,1.0,1.0,0.8072725000000001,AGN,0.9854550000000001,0.04705669248159405,2CXO J142800.6+350454,AGN,1,11.221770541638694
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.01,0.01,0.0,0.01,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99446,0.00365,5e-05,0.0,0.0005899999999999999,0.0007700000000000001,0.0,0.00047999999999999996,0.009316393894377566,0.006915585682017491,0.0007056897321046962,0.0,0.002821322360146012,0.0029522560552594063,0.0,0.0022748131296382946,AGN,1.0,1.0,0.97,AGN,0.99446,0.009316393894377566,2CXO J142810.3+353846,AGN,1,61.040614013638866
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99701,0.00066,2e-05,1e-05,1e-05,0.0008900000000000001,2e-05,0.0013800000000000002,0.00599965798157662,0.0026021474153420233,0.0004469897088298563,0.00031622776601683794,0.0003162277660168379,0.0030850311858095403,0.0004469897088298564,0.004440193161937359,AGN,1.0,1.0,0.98,AGN,0.99701,0.00599965798157662,2CXO J142817.7+354021,AGN,1,95.36821802469476
0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.01,0.02,0.02,0.02,0.03,0.01,0.58,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9318099999999999,0.00128,0.0015300000000000001,0.00262,0.0020499999999999997,0.006730000000000001,0.00049,0.05349,0.1454482006732261,0.003817875872285029,0.006557598806125766,0.006780972023359303,0.008400480228419566,0.008664997529265788,0.002337812089404398,0.13230806976645573,AGN,0.98,1.0,0.37,AGN,0.9318099999999999,0.1454482006732261,2CXO J142904.6+294342,AGN,1,3.162196837571441
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99691,0.0024700000000000004,0.0,0.0,1e-05,0.0006,0.0,1e-05,0.007113543596724656,0.006167425486954593,0.0,0.0,0.00031622776601683794,0.002616648017377738,0.0,0.000316227766016838,AGN,1.0,1.0,0.97,AGN,0.99691,0.007113543596724656,2CXO J142917.2+342130,AGN,1,74.87706610371151
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99952,0.00045,0.0,0.0,0.0,2e-05,0.0,1e-05,0.0024851108176046893,0.0024296920387990332,0.0,0.0,0.0,0.0004469897088298563,0.0,0.0003162277660168379,AGN,1.0,1.0,0.99,AGN,0.99952,0.0024851108176046893,2CXO J142942.6+335655,AGN,1,203.27773650132596
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997125,0.0014,7.000000000000001e-05,0.0,0.0008,0.0001,0.000195,0.00031,0.009625592294868262,0.004365668225948813,0.0008341437500789636,0.0,0.004536582478097424,0.0010914170564872037,0.0013743594376522694,0.002934708249982019,AGN,1.0,1.0,0.98,AGN,0.997125,0.009625592294868262,2CXO J142943.6+385932,AGN,1,70.35113010340012
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.01,0.01,0.0,0.01,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99605,0.00191,2e-05,0.0,0.00117,0.00038,0.00011,0.00035999999999999997,0.010780246458857707,0.005699507380851823,0.00044698970882985637,0.0,0.0052496341452199,0.0023368913241871266,0.0011354246734985064,0.002067528639384392,AGN,1.0,1.0,0.96,AGN,0.99605,0.010780246458857707,2CXO J143016.1+351923,AGN,1,60.3249301943167
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995700000000001,0.00019,0.0,1e-05,2e-05,8e-05,5e-05,8e-05,0.002919524554379278,0.0018620868313178542,0.0,0.0003162277660168378,0.0004469897088298563,0.0011810990623123002,0.0007056897321046961,0.0011810990623123002,AGN,1.0,1.0,0.99,AGN,0.9995700000000001,0.002919524554379278,2CXO J143031.7+322145,AGN,1,209.00485618496077
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.01,0.01,0.0,0.022727499999999737,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895900000000001,0.00644,0.0001,5.9999999999999995e-05,0.00043,0.0008200000000000001,4e-05,0.00252,0.014537649164952498,0.01093828350547042,0.000995485304256668,0.0007726558075864026,0.0021725146305191646,0.0028872020947512374,0.0006315051850925683,0.006992746134280757,AGN,0.99,1.0,0.95,AGN,0.9895900000000001,0.014537649164952498,2CXO J143034.8+335945,AGN,1,38.59132510353267
0.73,0.17,0.0,0.0,0.0,0.06,0.0,0.0,0.99,0.5827274999999997,0.01,0.01,0.03,0.25,0.02,0.07,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705875,0.19862,0.00054,0.00055,0.002595,0.080405,0.0020299999999999997,0.009385,0.19828647685079753,0.16175540303313027,0.0023481724625576206,0.0032570090739984284,0.008292148981701592,0.06841119108790658,0.006310223365216075,0.02154207129864341,AGN,0.73,0.99,0.28,AGN,0.705875,0.19828647685079753,2CXO J143040.9+342857,AGN,0,1.4088777676739483
0.89,0.01,0.0,0.0,0.0,0.07,0.0,0.02,0.97,0.06272749999999974,0.01,0.02,0.02,0.16,0.01,0.23,0.62,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.86543,0.01063,0.00123,0.00268,0.00266,0.07487,0.00034,0.04216,0.08744061391001876,0.01987707720461431,0.005216734065899308,0.0075680165746961035,0.009220054740044082,0.03587855028245109,0.0019718743084406487,0.058952606471722825,AGN,0.89,0.97,0.62,AGN,0.86543,0.08744061391001876,2CXO J143102.2+341958,AGN,1,5.623689388437552
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.01,0.0,0.01,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9938400000000001,0.00528,0.0,0.00011,2.9999999999999997e-05,0.00041000000000000005,0.0,0.00033,0.009062920971548644,0.008306057463718305,0.0,0.0010435463521037247,0.00054717401199198,0.002176381546658729,0.0,0.0017872588772459067,AGN,1.0,1.0,0.97,AGN,0.9938400000000001,0.009062920971548644,2CXO J143120.5+395241,AGN,1,56.915264399935715
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9948049999999999,0.00111,7.000000000000001e-05,2e-05,0.000885,0.0019100000000000002,4e-05,0.00116,0.0083009566244428,0.003588980465366282,0.0008341437500789633,0.0004469897088298562,0.003232990446510358,0.004633937135241845,0.0006315051850925681,0.003502380143083653,AGN,1.0,1.0,0.97,AGN,0.9948049999999999,0.0083009566244428,2CXO J143132.1+341417,AGN,1,76.76097063082541
0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.01,0.0,0.01,0.0,0.02,0.03,0.06272749999999974,0.9072725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9727899999999999,0.00175,2.9999999999999997e-05,0.0008100000000000001,4e-05,0.004860000000000001,0.0043950000000000005,0.015325000000000002,0.02554933793014347,0.004319277272432988,0.0005471740119919801,0.002907292959498981,0.000631505185092568,0.007073219240941884,0.007763326879904274,0.018965206406840223,AGN,0.98,1.0,0.9072725,AGN,0.9727899999999999,0.02554933793014347,2CXO J143156.4+325137,AGN,1,21.509037422730984
0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.01,0.0,0.01,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9870699999999999,0.01115,5.9999999999999995e-05,2e-05,4e-05,0.00128,5e-05,0.00033,0.014680961502252867,0.013489234947151733,0.0007726558075864029,0.00044698970882985637,0.0006315051850925678,0.0038699582138023926,0.0007056897321046959,0.0018424153968349519,AGN,0.99,1.0,0.95,AGN,0.9870699999999999,0.014680961502252867,2CXO J143157.9+341650,AGN,1,34.64370586668829
0.94,0.0,0.0,0.0,0.01,0.02,0.0,0.02,1.0,0.02,0.01,0.0,0.05,0.05272749999999974,0.01,0.12,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93479,0.00244,0.0007700000000000001,0.00017,0.014745000000000001,0.01821,0.00117,0.027705,0.05102851957297812,0.005354911304127746,0.0032738078468074186,0.0012933571713849088,0.014367198453122015,0.015301308114995586,0.0037875381774241474,0.036731555673319684,AGN,0.94,1.0,0.8,AGN,0.93479,0.05102851957297812,2CXO J143201.7+343526,AGN,1,10.335964246319008
0.37,0.04,0.06,0.08,0.06,0.01,0.0,0.34,0.62,0.1,0.2,0.19,0.15272749999999974,0.07,0.02,0.55,0.17,0.0,0.01,0.01,0.01,0.0,0.0,0.17727249999999997,0.37547,0.043340000000000004,0.06689,0.08931,0.06281500000000001,0.01751,0.0015300000000000001,0.34313499999999997,0.10937523504908246,0.026262789915280037,0.04646489951443868,0.044766370502062454,0.035399914250304754,0.018210753184081406,0.005038301746073228,0.09346192757966695,AGN,0.37,0.62,0.17,AGN,0.37547,0.10937523504908246,2CXO J143205.5+575516,AGN,0,0.15941358861927313
0.96,0.0,0.0,0.0,0.0,0.02,0.0,0.01,1.0,0.02,0.01,0.01,0.01,0.06,0.0,0.05,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96044,0.0019199999999999998,0.00035999999999999997,0.0020499999999999997,0.00031,0.0218,5.9999999999999995e-05,0.01306,0.024556249905256476,0.006368214361510936,0.0020675286393843934,0.004595499822502293,0.001790839777061898,0.017019096616731736,0.000772655807586403,0.013130453488315192,AGN,0.96,1.0,0.9,AGN,0.96044,0.024556249905256476,2CXO J143217.0+345228,AGN,1,22.57684128991145
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99963,0.00027,0.0,0.0,4e-05,5e-05,0.0,1e-05,0.0020413885635192715,0.0017407268970548284,0.0,0.0,0.0006315051850925678,0.0007056897321046959,0.0,0.00031622776601683783,AGN,1.0,1.0,0.99,AGN,0.99963,0.0020413885635192715,2CXO J143219.5+341728,AGN,1,264.23307548847384
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.02,0.01,0.01,0.01,0.9572725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955750000000001,0.0007700000000000001,8.999999999999999e-05,2e-05,0.001905,0.00065,0.00037,0.00062,0.014385802943399662,0.003423276036024384,0.001301381417415199,0.00044698970882985637,0.00902648616308984,0.0026616882959100575,0.0019408417933636092,0.004151244732948519,AGN,1.0,1.0,0.9572725,AGN,0.9955750000000001,0.014385802943399662,2CXO J143220.1+331511,AGN,1,42.442240290146216
0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.01,0.0,0.01,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97172,0.025830000000000002,5e-05,0.0001,4e-05,0.0016300000000000002,2.9999999999999997e-05,0.0006,0.0267648642432193,0.025269539957222226,0.0007056897321046961,0.000995485304256668,0.0006315051850925676,0.004411639441586601,0.0005471740119919798,0.002616648017377736,AGN,0.98,1.0,0.9,AGN,0.97172,0.0267648642432193,2CXO J143244.4-005914,AGN,1,18.17816528380609
0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.01,0.01,0.02,0.0,0.02,0.0,0.06,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97556,0.0014199999999999998,0.00045,0.0033900000000000002,0.00016,0.0026,8.999999999999999e-05,0.01633,0.030033121522552206,0.005478468181308861,0.0022141369430101667,0.006200511781002141,0.0015416798554747924,0.0066395846318940835,0.0009448771310560928,0.023194160236341153,AGN,0.98,1.0,0.91,AGN,0.97556,0.030033121522552206,2CXO J143310.5+525830,AGN,1,18.021397454506104
0.99,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.03,0.0,0.01,0.0,0.03,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98358,0.00296,8.999999999999999e-05,0.00781,2.9999999999999997e-05,0.0014199999999999998,0.0,0.00411,0.016500177449223268,0.006055994969868706,0.0009448771310560924,0.010000195193290172,0.0005471740119919801,0.0038728024218385557,0.0,0.009864340079559565,AGN,0.99,1.0,0.94,AGN,0.98358,0.016500177449223268,2CXO J143352.2+052729,AGN,1,36.82099165785363
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.01,0.0,0.07,0.01,0.0,0.03,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987765,0.00214,0.00078,2.9999999999999997e-05,0.005955,0.00048,0.00016,0.00269,0.0372856540105574,0.0074482129316954864,0.00445100116955853,0.0005471740119919797,0.018924087721633936,0.002716059089375077,0.0013327325974013603,0.012954988681266058,AGN,1.0,1.0,0.85,AGN,0.987765,0.0372856540105574,2CXO J143525.2+400112,AGN,1,17.466901105466516
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.01,0.03,0.01,0.01,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9922799999999999,0.00172,8.999999999999999e-05,7.000000000000001e-05,0.00111,0.0030600000000000002,0.00032,0.00135,0.015304765134945237,0.005922556599702251,0.0009448771310560922,0.0008341437500789632,0.0051082280679306,0.008043699466110171,0.0019752218866500803,0.0044606498850949285,AGN,1.0,1.0,0.95,AGN,0.9922799999999999,0.015304765134945237,2CXO J143543.7+342906,AGN,1,42.36766814873492
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99624,0.00198,4e-05,0.0,0.00126,0.00026000000000000003,4e-05,0.00017999999999999998,0.009238384477155486,0.0054689587226006255,0.000631505185092568,0.0,0.00490269685341001,0.001880408449230096,0.0006315051850925681,0.0014034135418933254,AGN,1.0,1.0,0.97,AGN,0.99624,0.009238384477155486,2CXO J143624.6+352536,AGN,1,67.60296448487634
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99903,0.00049,1e-05,0.0,0.00014000000000000001,8e-05,0.00015,0.0001,0.003921029772199444,0.002620451634120878,0.0003162277660168379,0.0,0.0011754921445002436,0.0009972936350917893,0.00129583146249008,0.0012615829705538953,AGN,1.0,1.0,0.99,AGN,0.99903,0.003921029772199444,2CXO J143628.0+335524,AGN,1,152.64738030673288
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.02,0.01,0.0,0.01,0.9672725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996655,0.00074,2e-05,1e-05,0.0017050000000000001,0.00041000000000000005,0.00015,0.00031,0.011873371549477913,0.0037237435822390173,0.0004469897088298563,0.00031622776601683794,0.00808599767241856,0.0021298911794822837,0.0012958314624900808,0.0023684403115783828,AGN,1.0,1.0,0.9672725,AGN,0.996655,0.011873371549477913,2CXO J143633.0+344253,AGN,1,49.84876971505131
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.01,0.0,0.01,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9924700000000001,0.004860000000000001,2.9999999999999997e-05,0.00013000000000000002,8e-05,0.00147,1e-05,0.00095,0.011590230085439808,0.009384480191703131,0.00054717401199198,0.0011333068359382578,0.0008912880535463236,0.004213888567209254,0.0003162277660168379,0.003317907248328156,AGN,1.0,1.0,0.96,AGN,0.9924700000000001,0.011590230085439808,2CXO J143756.4+351937,AGN,1,47.085751695757246
0.95,0.03,0.0,0.0,0.0,0.01,0.0,0.01,1.0,0.14,0.0,0.01,0.01,0.04,0.0,0.04,0.8200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93909,0.03975,7.000000000000001e-05,0.00151,0.00054,0.0105,0.00013000000000000002,0.00841,0.04759135254262938,0.036935101214179734,0.000834143750078963,0.0039794139940116475,0.002431936330234473,0.013081327192648338,0.0011333068359382576,0.011040552241341631,AGN,0.95,1.0,0.8200000000000001,AGN,0.93909,0.04759135254262938,2CXO J143830.2+353915,AGN,1,10.639746020665783
0.25,0.16,0.0,0.01,0.02,0.3,0.01,0.19,0.44,0.42,0.01,0.11,0.08,0.5700000000000001,0.07,0.4,0.1,0.04727249999999998,0.0,0.0,0.0,0.1,0.0,0.06,0.25328,0.17715999999999998,0.00092,0.022655,0.020535,0.30991,0.01382,0.20172,0.08550264500179106,0.09461652438494399,0.0033112783882610288,0.03071187383072212,0.021603367341238276,0.11504315202056507,0.019203551139733942,0.08640751042506581,LMXB,0.3,0.5700000000000001,0.1,LMXB,0.30991,0.11504315202056507,2CXO J143835.9+431459,AGN,0,0.28237939084650626
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99986,0.00013000000000000002,0.0,0.0,0.0,1e-05,0.0,0.0,0.0011754921445002403,0.0011333068359382574,0.0,0.0,0.0,0.0003162277660168379,0.0,0.0,AGN,1.0,1.0,1.0,AGN,0.99986,0.0011754921445002403,2CXO J143859.0+033547,AGN,1,433.00868047426405
0.97,0.0,0.0,0.01,0.0,0.0,0.0,0.01,1.0,0.05,0.01,0.04,0.01,0.02,0.0,0.05,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96321,0.0077,0.00039,0.00869,0.00034,0.00404,0.00015,0.01548,0.024896098403479096,0.012532640067721848,0.0019369180807797873,0.010338800258772332,0.0018131981931624815,0.006396821032303415,0.0012958314624900798,0.013392122645381838,AGN,0.97,1.0,0.9,AGN,0.96321,0.024896098403479096,2CXO J144223.8-171511,AGN,1,24.752521115843138
0.48,0.12,0.01,0.0,0.0,0.19,0.16,0.01,0.6727274999999998,0.27,0.04,0.01,0.04,0.39,0.33,0.05,0.29,0.03,0.0,0.0,0.0,0.07,0.03,0.0,0.483755,0.12703,0.0095,0.00029,0.00574,0.19669499999999998,0.1631,0.013890000000000001,0.09634810809213093,0.060667203739826425,0.012812656405451758,0.0019025034873869531,0.011286265094342749,0.07900248963398791,0.07551551226465064,0.014669120051423774,AGN,0.48,0.6727274999999998,0.29,AGN,0.483755,0.09634810809213093,2CXO J144231.7+011055,AGN,0,1.63706313934761
0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.01,0.0,0.08,0.03,0.02,0.07,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96505,0.01267,0.00121,0.00022,0.00734,0.004070000000000001,0.00268,0.0067599999999999995,0.06420841237891046,0.014771231813538416,0.00776506253652836,0.001718881774455286,0.027284956823657776,0.007822806165072499,0.005852508167602321,0.021348493112118186,AGN,0.98,1.0,0.77,AGN,0.96505,0.06420841237891046,2CXO J144250.1+092001,AGN,1,10.467534514764779
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.012727499999999736,0.02,0.0,0.01,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989745,0.00688,5e-05,4e-05,0.001,0.00158,0.000175,0.00053,0.017511900000903434,0.012025398546834534,0.0007056897321046963,0.0008939794176597128,0.004714045207910313,0.0056688390112734485,0.0015154773741866516,0.0029372993936144327,AGN,1.0,1.0,0.94,AGN,0.989745,0.017511900000903434,2CXO J144300.6+520137,AGN,1,33.275385642038344
0.915,0.03,0.0,0.0,0.0,0.01,0.0,0.03,0.99,0.12,0.01,0.04,0.07,0.06,0.02,0.14,0.6872725000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89442,0.035660000000000004,0.0010500000000000002,0.00554,0.00709,0.01813,0.0018700000000000001,0.03624,0.08083190828749123,0.031175893513038833,0.005387627170334496,0.01144724593251317,0.0189734522923977,0.016597547366360453,0.004922126301439992,0.03794604461999042,AGN,0.915,0.99,0.6872725000000001,AGN,0.89442,0.08083190828749123,2CXO J144340.6+585653,AGN,1,7.225078215217703
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.01,0.01,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99597,0.00289,0.0,0.0,0.00041999999999999996,0.00047999999999999996,0.0001,0.00014000000000000001,0.013275365732639379,0.010884225574948654,0.0,0.0,0.002971940852781635,0.0030625118740959956,0.0010914170564872033,0.001334983963267793,AGN,1.0,1.0,0.96,AGN,0.99597,0.013275365732639379,2CXO J144554.7+012903,AGN,1,41.10499997109198
